frcd,partno,partname,floor,repack,picktime_repack_mean,picktime_repack_std,picktime_norepack_mea,picktime_norepack_std,supplier1,supplier2
D,8713950110,A/C濾網,3,,,,,,TG0,
A,177000T101,空氣濾清器總成,3,,,,,,KG0,T015
A,815610A090,組合燈殼,3,,,,,,KG0,D401
A,8155102B40,組合燈殼,3,,,,,,KG0,D401
A,815510K690,組合燈殼,3,,,,,,PG1,
A,851501A030,前擋雨刷連桿總成,3,,,,,,TG0,
A,426020K020,輪圈蓋,3,,,,,,PG1,
A,4813106A20,圈狀彈簧,2,,,,,,KG0,J003
A,4620102560C0,手煞車拉桿,3,,,,,,KG0,H805
A,435120K230,前煞車碟盤,2,,,,,,PG1,
A,7592102150,黑絕緣貼膠,3,,,,,,KG0,T017
A,4813106D90,圈狀彈簧,2,,,,,,KG0,J003
A,879010A030,後視鏡片總成,3,,,,,,KG0,J002
N,P74010D003,霧燈罩(無孔)(右),3,,,,,,NI2,
D,4351230310,前煞車碟盤,2,,,,,,TG0,
A,8791006922,後視鏡總成,3,,,,,,KG0,J002
A,888910D490,冷氣蓋板,3,,,,,,KG0,T015
A,123720H040,左引擎腳,2,,,,,,KG0,Y501
A,538660D130,葉子板密封墊,3,,,,,,KG0,K001
A,8156142202,組合燈殼,3,,,,,,TG0,
A,8155102850,組合燈殼,3,,,,,,KG0,D401
A,6169802913,左後葉子板尾端板,2,,,,,,KG0,S920
C,7787137020,尿素泵,3,,,,,,HG0,
A,177000T310,空氣濾清器總成,3,,,,,,KG0,T015
A,81551BZ580,組合燈殼,3,,,,,,KG0,D401
A,177510T250,空氣濾清器進氣導管,3,,,,,,PG1,
D,8791078053,後視鏡總成,3,,,,,,TG0,
A,550420D040B0,置物箱門,3,,,,,,KG0,J004
A,4321102480,前羊角，右,2,,,,,,KG0,L203
D,4351247040,前煞車碟盤,2,,,,,,TG0,
N,P74010D004,霧燈罩(無孔)(左),3,,,,,,NI2,
D,4243148090,後煞車碟盤,2,,,,,,TG0,
A,8158042032,右尾燈總成,3,,,,,,TG0,
C,1780178040,空氣芯,3,,,,,,HG0,
C,SG400E0101,感知器,3,,,,,,HG0,
A,8531542350,前擋噴水筒總成,3,,,,,,TG0,
D,7710312170,燃油芯濾網,3,,,,,,TG0,
N,1.78E+11,,3,,,,,,HN1,
A,4882028050,平衡桿連桿總成,3,,,,,,TG0,
A,521520K040,後保險桿左彎角,3,,,,,,PG1,
D,7702458080,燃油芯,3,,,,,,TG0,
A,879400D928,後視鏡總成,3,,,,,,KG0,J002
D,9046722015,管夾,2,Y,,,,,TG0,
C,SZ94023007,輪軗螺帽，右內,2,Y,,,,,HG0,
A,532030D100,左水箱總成支架,2,,,,,,KG0,S920
D,5312878030,下護罩板,3,,,,,,TG0,
A,8.16E+57,,3,,,,,,KG0,D401
G,4351237150,前煞車碟盤,2,,,,,,TG0,
A,81550YY031,右後組合燈總成,3,,,,,,KG0,D401
A,81560BZA50,組合燈總成,3,,,,,,KG0,D401
A,6786202370,前車門防水橡皮，左,3,,,,,,KG0,T009
A,123090H071,引擎移動控制桿次總成,3,,,,,,KG0,Y501
A,8.16E+57,,3,,,,,,KG0,D401
N,23304EV14083,柴油芯,3,,,,,,HN1,
A,7702433320,燃油芯,3,,,,,,TG0,
A,4243142060,後煞車碟盤,2,,,,,,TG0,
A,6787202360,後車門防水橡皮，左,3,,,,,,KG0,T009
A,1230537270,右引擎腳次總成,3,,,,,,TG0,
A,5259202301,後保險桿左密封板,3,,,,,,KG0,J004
A,123710M010,後引擎腳,3,,,,,,KG0,Y501
D,4351233140,前煞車碟盤,2,,,,,,TG0,
D,4243178010,後煞車碟盤,3,,,,,,TG0,
A,6787242140,左後門防水膠條,3,,,,,,TG0,
A,678620D170,左前門防水膠條,3,,,,,,KG0,T009
C,8162125021,車寬燈本體，左,3,,,,,,HG0,
A,443842180,,3,,,,,,TG0,
A,87940YY030,後視鏡總成,3,,,,,,KG0,J002
A,23390BZ031,燃油濾清器,3,,,,,,PG1,TAM
A,678810D190,尾門防水膠條,3,,,,,,KG0,T009
D,7702448060,燃油芯,3,,,,,,TG0,
A,678610D170,右前門防水膠條,3,,,,,,KG0,T009
A,8158142151,右尾燈殼,3,,,,,,TG0,
A,6787102260,右後門防水膠條,3,,,,,,KG0,T009
A,6786142120,右前門防水膠條,3,,,,,,TG0,
A,4351202410,前煞車碟盤,3,,,,,,KG0,T024
A,4350206070,輪轂軸承次總成,3,,,,,,KG0,L203
C,31250E0K40,離合器片總成,2,,,,,,HG0,
A,879400A080,後視鏡總成,3,,,,,,KG0,J002
A,888910D340,冷氣蓋板,3,,,,,,KG0,T015
A,6787102360,後車門防水橡皮，右,3,,,,,,KG0,T009
F,4459101030,乾燥劑,3,,,,,,DG0,
A,879400D925,後視鏡總成,3,,,,,,KG0,J002
A,7710352080,燃油杯,3,,,,,,TG0,
A,165720D100,水箱總成出水管,3,,,,,,KG0,T009
A,4876006250,避震器上座,3,,,,,,KG0,Y501
A,521130D120,前保險桿左延伸板,3,,,,,,KG0,J004
A,4351242050,前煞車碟盤,2,,,,,,TG0,
D,415237010,,3,,,,,,TG0,
G,SZ91049331,風扇V形皮帶,3,,,,,,TG0,
A,678610A030,右前門防水膠條,3,,,,,,KG0,T009
A,9091602667,風扇V形皮帶,3,,,,,,TG0,
N,BT001,防水布膠,3,,,,,,NCC,
A,165720H110,水箱總成出水管,3,,,,,,KG0,T009
A,123050D090,右引擎腳次總成,3,,,,,,KG0,Y501
C,S443BEV070,空氣乾燥器濾芯,3,,,,,,HG0,
A,8791042M30,後視鏡總成,3,,,,,,TG0,
A,6787142140,右後門防水膠條,3,,,,,,TG0,
A,123710D080,後引擎腳,2,,,,,,KG0,Y501
A,9091902265,點火線圈,3,,,,,,TG0,
A,122620D050,通風管,3,,,,,,PG1,UMW
D,9046707217,夾扣,2,Y,,,,,TG0,
A,678710A030,右後門防水膠條,3,,,,,,KG0,T009
N,4853002D0083,後避震器，右,3,,,,,,NP2,
N,4854002D0083,後避震器，左,3,,,,,,NP2,
A,53811BZ182,葉子板次總成,3,,,,,,KG0,K001
D,7702447100,燃油芯,3,,,,,,TG0,
V,C5EJ600P01B,無線胎壓打氣機,3,,,,,,NI2,
A,532880D270,水箱總成左支架延伸片,3,,,,,,KG0,J004
A,532860D410,水箱總成密封墊,3,,,,,,KG0,J004
A,123050H010,右引擎腳次總成,3,,,,,,KG0,Y501
D,9091901289,火星塞,2,Y,,,,,TG0,
A,678810A020,尾門防水膠條,3,,,,,,KG0,T009
C,S112131880,搖臂室蓋墊片,3,,,,,,HG0,
A,166200Y061,張緊器總成,3,,,,,,PG1,
G,9043018023,放油塞墊片,2,Y,,,,,TG0,
A,123710H050,後引擎腳,2,,,,,,KG0,Y501
D,9091901275,火星塞,3,,,,,,DG0,
A,9091901259,火星塞,2,Y,,,,,DG0,
G,446537091,,3,,,,,,TG0,
A,87139YZZ63,濾網_PM2.5,3,,,,,,DG0,
C,23304EV470,燃油濾清器濾芯,3,,,,,,HG0,
A,5212602460,左霧燈固定支架,3,,,,,,KG0,F601
A,5212502470,右霧燈固定支架,3,,,,,,KG0,F601
A,7506142010,外側飾條組,3,,,,,,TG0,
A,1632137010,引擎進水口,3,,,,,,TG0,
C,SZ31101046,油封,3,,,,,,HG0,
C,SZ31101047,油封,3,,,,,,HG0,
G,9031178001,油封,3,,,,,,TG0,
A,9046709050,夾扣,2,Y,,,,,TG0,
A,9009904119,螺栓,2,Y,,,,,TG0,T015
A,9046707214,夾座,2,Y,,,,,TG0,
N,15613E008083,機油芯,2,,,,,,HN1,
A,5211602510,前保桿側支架，左,3,,,,,,KG0,T023
A,5211502520,前保桿側支架，右,3,,,,,,KG0,T023
A,1780137021,空氣芯,3,,,,,,TG0,
A,1780122020,空氣芯,3,,,,,,TG0,
C,SZ43018009,放油塞墊片,2,Y,,,,,HG0,
A,7716947040,燃油芯座墊片,3,,,,,,TG0,
A,9030107020,燃油壓力調整器O形環,2,Y,,,,,TG0,T015
A,9091901298,火星塞,2,Y,,,,,TG0,
A,9004A43022,放油塞墊片,2,Y,,,,,PG1,TAM
A,8521428090,雨刷橡皮,2,Y,,,,,TG0,
A,9098113091,頭燈燈泡,3,,,,,,TG0,D401
S,400666108,,4,Y,,,,,TG0,
A,5201220200,左前保險桿支撐臂,4,,,,,,KG0,B601
C,S1170E0102,引擎動力分導器（PTO）,4,,,,,,HG0,
N,1711AV0020,TPMS套件24V/2顆式,4,,,,,,HI0,
A,8791038010,後視鏡總成,4,,,,,,KG0,J002
F,2825001720T,鼓風機馬達,4,,,,,,DG0,
C,S156072420,機油濾清器濾芯,4,,,,,,HG0,
A,8386116550,儀表電路板,4,,,,,,KG0,C309
C,2333078392,燃油濾清器總成，車道側,4,,,,,,HG0,
A,871088C001,管子,4,,,,,,KG0,T015
A,872452B740,暖氣出水軟管,4,,,,,,KG0,T015
A,5208190P50,前保險桿支架,4,,,,,,KG0,K101
F,TWY140200030T,鼓風機總成,4,,,,,,DG0,
A,5320920330,引擎鎖托架支柱次總成,4,,,,,,KG0,B601
A,G901906020,轉換器支架次總成,4,,,,,,KG0,B601
C,S470702280,煞車軟管接頭支座,4,,,,,,HG0,
C,S160HE0110,副水箱,4,,,,,,HG0,
O,400956647,,4,,,,,,TG0,
O,0400972858C0,後座椅3點式安全帶組(左側),4,,,,,,TG0,
A,8156116551,左後組合燈殼,4,,,,,,KG0,D401
N,7100003284,3M PPS噴杯內袋,4,,,,,,NE5,
N,FPS206A,機油芯,4,,,,,,NG8,
O,0400972458C0,後座椅3點式安全帶組(右側),4,,,,,,TG0,
A,7151120770,椅座墊,4,,,,,,KG0,S912
C,452961010,轉向機柱防塵套,4,,,,,,HG0,
D,5216658904,左上後保險桿,4,,,,,,TG0,
A,715120A040,椅座墊,4,,,,,,KG0,S912
A,872452B730,暖氣進水管,4,,,,,,KG0,T015
2,677005920,,4,,,,,,#N/A,
N,ALSI,拉孤式-平面標準型,4,Y,,,,,NCZ,
A,6786220350,左前門防水膠條,4,,,,,,KG0,T009
D,9007568008,頭燈蓋,4,Y,,,,,TG0,
O,S475EE0G90,煞車空氣鋼管，E,4,,,,,,KG0,
C,SL61100614,平墊圈,4,Y,,,,,HG0,
O,8614026180,音響主機,4,,,,,,TG0,
A,8162038020,左駐車燈,4,,,,,,KG0,D401
A,4510012F80C0,方向盤總成,4,,,,,,TG0,
A,811102B600,右頭燈總成,4,,,,,,KG0,D401
N,CAN225824,2258美紋遮蔽膠帶(1吋)24MM,4,,,,,,NI2,
7,8713906070DS,空調濾網,4,,,,,,DG0,
C,S156071531,機油濾清器濾芯,4,,,,,,HG0,
A,4351227060,前煞車碟盤,4,,,,,,KG0,L203
F,4477101590T,冷凝器芯子,4,,,,,,DG0,
C,82121E3E10,引擎配線,4,,,,,,HG0,
O,2.56E+253,,4,,,,,,HG0,
A,585760D020,前地板腳踏墊,4,,,,,,KG0,S912
A,17701BZ180,空氣濾清器外殼次總成,4,,,,,,PG1,TAM
O,82121E2R70,引擎配線,4,,,,,,HG0,
A,821150U751,引擎主配線組,4,,,,,,KG0,T002
A,71501BZ500,椅座墊,4,,,,,,PG1,TAM
N,7100134641,"PPS2.0標準型內杯組- 上蓋+內杯(650ML),200U",4,,,,,,NE5,
G,8872036120,空調管路&配件,2,,,,,,TG0,
C,82125E0J80,變速箱配線,2,,,,,,HG0,
A,4860916300,避震器上座,2,,,,,,KG0,Y501
A,4875016120,避震器上座,2,,,,,,KG0,Y501
F,1627711380T,碳刷,2,,,,,,DG0,
A,815618C000,左後組合燈殼,2,,,,,,KG0,D401
F,1163409831T,鼓風機馬達,2,,,,,,DG0,
A,532090B080,引擎蓋鎖支架,2,,,,,,KG0,S920
C,44702F1010,煞車油管,2,,,,,,KG0,G701
A,8113016600,右頭燈單元總成,2,,,,,,KG0,D401
A,74232BZ530C2,左前門控飾板,2,,,,,,KG0,F601
A,50768V2010,底板下護蓋,2,,,,,,TG0,
D,87910V2241,後視鏡總成,2,,,,,,TG0,
O,773000K010,油箱蓋總成,2,Y,,,,,PG1,
C,S51Q1E0300,車門踏板，右,2,,,,,,HG0,
A,5880302240C0,手套箱杯架次總成,2,,,,,,KG0,F601
C,S40J9EV091,扭力桿橡皮,2,,,,,,HG0,
C,885900W020,冷凝器馬達(含風罩),2,,,,,,KG0,T015
A,871030K041,有葉片鼓風機馬達次總成,2,,,,,,KG0,T015
D,8791078063,後視鏡總成,2,,,,,,TG0,
D,5211376060,左前保險桿延伸板,2,,,,,,TG0,
G,87910V3110,後視鏡總成，右,2,,,,,,TG0,
D,8531576080,前擋噴水筒總成,2,,,,,,TG0,
S,400963230,,2,,,,,,TG0,
D,8155178021,組合燈殼,2,,,,,,TG0,
C,28100E0334,起動馬達總成,2,,,,,,HG0,
A,5839812080,底板下護蓋,2,,,,,,TG0,
D,1770024640,空氣濾清器總成,2,,,,,,TG0,
C,82121E0S23,引擎配線,2,,,,,,HG0,
D,8156178150,組合燈殼,2,,,,,,TG0,
C,S51Q2E0430,腳踏板蓋，左,2,,,,,,HG0,
N,50CA5101,"6""""氣動上蠟海綿/黑色",2,,,,,,NCE,
A,4510012G70C0,方向盤總成,2,,,,,,TG0,
D,5216558904,右上後保險桿,2,,,,,,TG0,
G,8531526140,前擋噴水筒次總成,2,,,,,,TG0,
D,3291748060,變速箱冷油管防塵,2,,,,,,TG0,
D,8155133641,組合燈殼,2,,,,,,TG0,
D,5320276021,右水箱總成支架,2,,,,,,TG0,
C,S833201610,油箱浮筒,2,,,,,,HG0,
D,6787276020,左後門防水膠條,2,,,,,,TG0,
A,7760642030,油箱護板次總成,2,,,,,,TG0,
D,5701433011,左前側樑支架次總成,2,,,,,,TG0,
A,879100KD23,後視鏡總成,3,,,,,,PG1,
A,8531530530,前擋噴水筒總成,3,,,,,,TG0,
A,8156142120,左後組合燈殼,3,,,,,,TG0,
D,1775137130,空氣濾清器進氣導管,3,,,,,,TG0,
A,177500H080,空氣濾清器進氣導管,3,,,,,,KG0,F601
A,4775020500,左碟煞分泵總成,3,,,,,,KG0,E502
C,812100W010,霧燈總成，右,3,,,,,,KG0,D401
A,87940F4020,後視鏡總成,3,,,,,,TG0,TME
A,1770525050,空氣濾清器上蓋次總成,3,,,,,,TG0,
C,812200W010,霧燈總成，左,3,,,,,,KG0,D401
C,S8790EW020,側照地鏡總成,3,,,,,,HG0,
D,5314253020,水箱總成罩飾板,3,,,,,,TG0,
A,8791552170A0,右後視鏡外殼,3,,,,,,TG0,
D,1659525090,左水箱總成導桿,3,,,,,,TG0,
C,S130BE0141,活塞（含活塞環）,3,,,,,,HG0,
A,5320347903,左水箱總成支架,2,,,,,,TG0,
G,4470437191,煞車油儲油桶,3,,,,,,TG0,
C,16322E0K32,水泵浦進水管,3,,,,,,HG0,
C,8.16E+144,,3,,,,,,HG0,
G,8159026100,左尾燈總成,3,,,,,,TG0,
C,87906EV010,後視鏡副總成,3,,,,,,HG0,
C,S871041200,鼓風機馬達,3,,,,,,HG0,
G,5216626910,左上後保險桿,3,,,,,,TG0,
C,1.66E+84,,3,,,,,,KG0,T009
D,5282178030,右空氣導板,3,,,,,,TG0,
D,87940V2241,後視鏡總成,3,,,,,,TG0,
A,853150D091,前擋噴水筒總成,3,,,,,,KG0,T015
A,178930D040,進氣穩壓筒,3,,,,,,KG0,J004
D,5328648100,前保險桿左支撐臂孔外蓋,3,,,,,,TG0,
A,521520K050,後保險桿左彎角,3,,,,,,PG1,
D,4351230440,前煞車碟盤,2,,,,,,TG0,
D,8531552710,前擋噴水筒總成,3,,,,,,TG0,
A,16711BZ050,風扇護罩,3,,,,,,PG1,TAM
A,5839958040,底板下護蓋,3,,,,,,TG0,
D,8535533230,前擋噴水筒總成,3,,,,,,TG0,
A,871070D070,熱排暖氣水箱次總成,3,,,,,,KG0,T015
A,739000D070C0,儀表板SRS氣囊,3,,,,,,PG1,
A,625710D070C0,右內下車頂側飾板,3,,,,,,KG0,S912
A,164A237012,不含蓋副水箱總成,3,,,,,,TG0,
A,885010D121,冷氣機蒸發器,3,,,,,,KG0,T015
G,5310736010A0,飾蓋,3,,,,,,TG0,
D,1669537040,左前水箱總成側導風板,3,,,,,,TG0,
C,S887114402,冷氣高壓軟管,3,,,,,,HG0,
C,S49N0E0012,前煞車室總成,3,,,,,,HG0,
A,424310K100,後煞車鼓,3,,,,,,PG1,TAM
A,8159128262,左尾燈殼,3,,,,,,TG0,
G,4351236182,前煞車碟盤,2,,,,,,TG0,
A,76801YP030,尾門外側飾板次總成,3,,,,,,PG1,
C,5532037080B0,儀錶板飾蓋，中下,3,,,,,,HG0,
D,6259733020,右側飾板蓋,3,,,,,,TG0,
D,5310553010,右水箱護罩飾條次總成,3,,,,,,TG0,
A,610630D060,右行李廂開口槽板,2,,,,,,KG0,S920
D,8155133570,組合燈殼,3,,,,,,TG0,
C,5381337210A0,前側邊鈑，右,3,,,,,,HG0,
A,5329306270,水箱總成導流板,3,,,,,,KG0,J004
A,5271333080,保險桿左飾條,3,,,,,,TG0,
A,481310A090,前圈狀彈簧,3,,,,,,KG0,J003
D,6786278010,左前門防水膠條,3,,,,,,TG0,
C,1.66E+24,,3,,,,,,KG0,T009
D,1657231320,水箱總成軟管,3,,,,,,TG0,
A,521510K050,後保險桿右彎角,3,,,,,,PG1,
A,1770125101,空氣濾清器外殼次總成,3,,,,,,TG0,
A,1712024010,進氣岐管,3,,,,,,TG0,
D,5312878080,下護罩板,3,,,,,,TG0,
D,5204058300,保桿孔蓋,3,,,,,,TG0,
A,887110D660,冷媒高壓管,2,,,,,,KG0,T015
C,2.81E+86,,2,,,,,,HG0,
D,5256548020,右下後保險桿固定座,3,,,,,,TG0,
D,6787278020,左後門防水膠條,3,,,,,,TG0,
A,1626025010,冷卻水旁通軟管,3,,,,,,TG0,
A,85315BZ080,前擋噴水筒次總成,3,,,,,,PG1,TAM
D,4243148070,後煞車碟盤,2,,,,,,TG0,
A,879100D912,後視鏡總成,3,,,,,,KG0,J002
C,8113025161,大燈外殼總成，右,3,,,,,,HG0,
D,8156133570,組合燈殼,3,,,,,,TG0,
N,CAN225818,2258美紋遮蔽膠帶(1吋)18MM,3,,,,,,NEC,
A,112010M021,汽門搖臂蓋次總成,3,,,,,,KG0,E502
C,16100E0B51,水泵浦總成,3,,,,,,HG0,
G,8155136540,組合燈殼,3,,,,,,TG0,
D,8159048300,左尾燈總成,3,,,,,,TG0,
D,5302148010,水箱護罩支架次總成,2,,,,,,TG0,
A,4878042070,左後拖曳臂總成,2,,,,,,TG0,
D,4806842070,右前下懸吊臂,2,,,,,,TG0,
V,TV100,風嘴,3,,,,,,NIR,
A,8156147153,組合燈殼,3,,,,,,TG0,
A,879100K330,後視鏡總成,3,,,,,,KG0,J002
D,8155078050,右後組合燈總成,3,,,,,,TG0,
C,4351237121,前煞車碟盤,3,,,,,,HG0,
A,44610BZA80,煞車增壓器總成,3,,,,,,PG1,TAM
A,8153147030,右後方向燈座,3,,,,,,TG0,
A,4813106D70,圈狀彈簧,2,,,,,,KG0,J003
D,8155176400,組合燈殼,3,,,,,,TG0,
C,8845437190,風扇護罩,3,,,,,,HG0,
G,5216526910,右上後保險桿,3,,,,,,TG0,
C,S8791E0070,後視鏡蓋,3,,,,,,HG0,
A,4813106F30,圈狀彈簧,2,,,,,,KG0,J003
C,879300W010,後視鏡總成,3,,,,,,HG0,
D,6786278020,左前門防水膠條,3,,,,,,TG0,
D,52581V2020,後保險桿右護板,3,,,,,,TG0,
A,8155147283,組合燈殼,3,,,,,,TG0,
A,8156152C90,組合燈殼,3,,,,,,TG0,
G,1780178040,空氣芯,3,,,,,,TG0,
D,5271248010,左前保險桿飾板,3,,,,,,TG0,
A,1121237010,汽門搖臂蓋,3,,,,,,TG0,
D,5271148030,前保險桿飾板,3,,,,,,TG0,
D,5839976010,底板下護蓋,3,,,,,,TG0,
A,4813106740,圈狀彈簧,2,,,,,,KG0,J003
A,6169702911,右後葉子板尾端板,2,,,,,,KG0,S920
C,28100E0350,起動馬達總成,3,,,,,,HG0,
D,8791048D70,後視鏡總成,3,,,,,,TG0,
C,22100E0541,供油泵浦總成,3,,,,,,HG0,
D,6787133140,右後門防水膠條,3,,,,,,TG0,
D,8156148370,組合燈殼,3,,,,,,TG0,
A,435120M020,前煞車碟盤,2,,,,,,KG0,T024
D,8155148370,組合燈殼,3,,,,,,TG0,
A,270600H180,發電機總成,2,,,,,,KG0,T015
G,5216526911,右上後保險桿,3,,,,,,TG0,
A,8710706090,熱排暖氣水箱次總成,3,,,,,,KG0,T015
A,5144152300,右引擎下護板,3,,,,,,TG0,
A,879400KB82,後視鏡總成,3,,,,,,PG1,
A,623310D380,右後門框防水飾條,3,,,,,,KG0,T009
A,7702410030,燃油芯,3,,,,,,TG0,
C,8710337050,鼓風機馬達,3,,,,,,HG0,
A,879100DE00,後視鏡總成,3,,,,,,KG0,J002
D,5839876010,底板下護蓋,3,,,,,,TG0,
A,6793842070C0,左尾門飾板,3,,,,,,TG0,
V,DAP5180,五吋圓砂紙,3,,,,,,NU2,
D,5256376020,後保險桿左上固定座,3,,,,,,TG0,
C,44310E0G82,動力轉向油泵總成,3,,,,,,HG0,
A,8155106370,右後組合燈殼,3,,,,,,KG0,D401
A,4.24E+25,,2,,,,,,TG0,
A,8155152C90,組合燈殼,3,,,,,,TG0,
A,8791028A93,後視鏡總成,3,,,,,,TG0,
A,112120T100,汽門搖臂蓋,3,,,,,,KG0,F601
A,7151242180,椅座墊,3,,,,,,TG0,
A,177500V150,空氣濾清器進氣導管,3,,,,,,KG0,F601
A,76812BZ900,尾門外側下飾板,3,,,,,,KG0,S913
A,76813BZ900,下尾門飾板,3,,,,,,KG0,S913
A,48069BZ431,左前下懸吊臂,2,,,,,,PG1,TAM
A,8.79E+06,,3,,,,,,TG0,
A,8121047020,霧燈總成,3,,,,,,TG0,
C,6.93E+86,,3,,,,,,HG0,
A,16470BZ300,副水箱總成,3,,,,,,PG1,TAM
D,8791048732,後視鏡總成,3,,,,,,TG0,
A,481310Z520,圈狀彈簧,2,,,,,,KG0,J003
A,5271233080,右前保險桿飾條,3,,,,,,TG0,
D,6786148110,右前門防水膠條,3,,,,,,TG0,
D,8156078050,組合燈總成,3,,,,,,TG0,
D,8535578011,前擋噴水筒總成,3,,,,,,TG0,
A,53112F4010,水箱護罩內座,3,,,,,,TG0,TME
G,1845078271,轉化器總成,2,,,,,,TG0,
A,8791042B20,後視鏡總成,3,,,,,,TG0,
A,8791008270,後視鏡總成,3,,,,,,TG0,TMS
A,270600V221,發電機總成,2,,,,,,KG0,T015
C,485110W080,避震器，前,3,,,,,,KG0,E501
V,DAP5600,五吋圓砂紙,3,,,,,,NU2,
A,692040D170,左後門外把手座,3,,,,,,PG1,TAM
G,1780178110,"濾芯半總成, 空氣芯",3,,,,,,TG0,
A,483410D030,鋼板緩衝墊,3,,,,,,KG0,Y501
A,8561028031,馬達總成,3,,,,,,TG0,
C,8790137130,右後視鏡鏡片次總成,3,,,,,,HG0,
A,435020D070,輪轂軸承次總成,3,,,,,,KG0,L203
A,8794002908,後視鏡總成,3,,,,,,KG0,J002
D,8122048060,霧燈總成,3,,,,,,TG0,
D,6787148080,右後門防水膠條,3,,,,,,TG0,
A,17700BZ270,空氣濾清器總成,3,,,,,,PG1,TAM
A,4351248110,前煞車碟盤,3,,,,,,TG0,
A,4351247060,前煞車碟盤,2,,,,,,TG0,
A,8794002900,後視鏡總成,3,,,,,,KG0,J002
A,815610K700,組合燈殼,3,,,,,,PG1,
A,8158142050,右尾燈殼,3,,,,,,TG0,
A,4520A42070,電子輔助方向機柱,2,,,,,,TG0,
C,8111037670,大燈總成，右,3,,,,,,HG0,
A,4813106F40,圈狀彈簧,2,,,,,,KG0,J003
C,87901EV010,後視鏡副總成,3,,,,,,HG0,
C,8.15E+65,,3,,,,,,HG0,
D,4806942060,左前下懸吊臂,2,,,,,,TG0,
V,DAP5400,五吋圓砂紙,3,,,,,,NU2,
D,6787148110,右後門防水膠條,3,,,,,,TG0,
A,424310M030,後煞車碟盤,3,,,,,,KG0,T024
A,1775128060,空氣濾清器進氣導管,3,,,,,,TG0,
A,8.16E+27,,3,,,,,,KG0,D401
A,554340A050C0,中下儀表板端飾板,3,,,,,,KG0,S913
C,8.15E+65,,3,,,,,,HG0,
A,6783202250,門維修孔蓋,3,,,,,,KG0,S912
D,8791076200A1,後視鏡總成,3,,,,,,TG0,
A,48068BZ431,右前下懸吊臂,2,,,,,,PG1,TAM
A,5203012190,右前保險桿孔蓋總成,3,,,,,,TG0,
D,4243133150,後煞車碟盤,3,,,,,,TG0,
A,557090M010,左托比換氣通風網,3,,,,,,KG0,J004
A,6787268010,左後門防水膠條,3,,,,,,KG0,T009
A,678610D040,右前門防水膠條,3,,,,,,KG0,T009
C,879150W060,後視鏡蓋,3,,,,,,KG0,J002
A,5312458270,水箱總成護罩左側飾條,3,,,,,,TG0,
A,481310M030,圈狀彈簧,2,,,,,,KG0,J003
D,7702433370,燃油芯,3,,,,,,TG0,
N,P740142007,"前霧燈飾條, 有霧燈式樣, 右側",3,,,,,,NI2,
C,8531537160,噴水筒,3,,,,,,HG0,
C,3121036350,離合器壓板,3,,,,,,HG0,
A,424310D170,後煞車碟盤,3,,,,,,KG0,T024
D,4806842060,右前下懸吊臂,2,,,,,,TG0,
C,2.37E+144,,3,,,,,,HG0,
A,8155006530,右後組合燈總成,3,,,,,,KG0,D401
A,87910KC906,後視鏡總成，右,3,,,,,,KG0,J002
A,8148102710,保險桿孔蓋,3,,,,,,KG0,F601
A,87940KE902,後視鏡總成,3,,,,,,KG0,J002
A,815800D590,右尾燈總成,3,,,,,,KG0,D401
A,52128BZ700C0,保險桿孔蓋,3,,,,,,KG0,F601
A,4823106640,後圈狀彈簧,2,,,,,,KG0,J003
A,424500M010,軸輪轂軸承,3,,,,,,KG0,B204
A,8.16E+07,,3,,,,,,KG0,D401
C,6786237021,左前門防水膠條,3,,,,,,HG0,
A,87940BZX40,後視鏡總成,3,,,,,,KG0,J002
C,S234011640,燃油濾清器濾芯,3,,,,,,HG0,
N,1.78E+11,,3,,,,,,HN1,
D,4351230351,前煞車碟盤,2,,,,,,TG0,
A,6786268011,左前門防水膠條,3,,,,,,KG0,T009
A,853150D301,前擋噴水筒總成,3,,,,,,PG1,TAM
A,4851009900,避震器總成,3,,,,,,KG0,E501
C,5177237091,腳踏板，左,3,,,,,,HG0,
A,8.16E+07,,3,,,,,,KG0,D401
D,6446133130,行李廂蓋防水膠條,3,,,,,,TG0,
A,165950T220,左水箱總成導桿,3,,,,,,KG0,S913
C,5108337091,車門踏板護板，右,3,,,,,,HG0,
A,6169702913,右後葉子板尾端板,2,,,,,,KG0,S920
D,5328648020,前保險桿左支撐臂孔外蓋,3,,,,,,TG0,
A,8155102630,組合燈殼,3,,,,,,KG0,D401
A,8515068040,前擋雨刷連桿總成,3,,,,,,TG0,
A,879400D921,後視鏡總成,3,,,,,,KG0,J002
A,8148202700,保險桿孔蓋,3,,,,,,KG0,F601
D,5312778040,右下側水箱總成護罩,3,,,,,,TG0,
A,177520T132,空氣濾清器進氣導管,3,,,,,,PG1,
A,8710606270,空調風箱伺服器次總成,3,,,,,,KG0,T015
A,8531506280,前擋噴水筒總成,3,,,,,,KG0,T015
C,884710W020,冷媒儲液瓶,3,,,,,,KG0,T015
D,6787178020,右後門防水膠條,3,,,,,,TG0,
C,2.37E+134,,2,,,,,,HG0,
A,879100D921,後視鏡總成,3,,,,,,KG0,J002
A,815600D040,組合燈總成,3,,,,,,KG0,D401
D,8156033592,組合燈總成,3,,,,,,TG0,
G,1780178020,空氣芯,3,,,,,,TG0,
N,P74010D001,霧燈罩(有孔)(右),3,,,,,,NI2,
